5354	100
10940707	10941687	2	0	0	2
10941780	10944965	2	0	2	2
10945053	10947302	2	1	0	2
10947418	10949210	2	0	3	2
10949269	10950047	2	0	2	2
10950174	10959065	2	1	1	2
10959136	10960330	2	0	2	2
10960431	10961281	2	1	2	2
11897467	11910164	1	1	0	1
11910219	11955269	1	1	1	1
15690709	15695369	1	2	1	1
15695485	15695643	1	2	1	1
15695818	15698660	1	2	0	1
15698768	15700076	1	2	0	1
15700215	15702684	1	0	0	1
15701482	15702958	2	1	1	2
15702756	15708018	1	3	0	1
15708090	15709780	3	2	1	1
15709826	15710866	1	3	2	1
15711034	15719658	1	2	0	1
15719778	15721284	1	2	0	1
15741435	15746628	1	1	1	1
15746899	15754386	1	3	4	1
15754453	15778008	1	1	0	1
15785057	15787170	1	1	2	1
15787282	15788583	1	2	1	1
15788699	15788818	1	1	2	1
15788931	15790659	1	3	2	1
15790797	15791007	0	1	1	1
15791152	15815474	1	3	1	1
15806011	15813392	2	0	1	2
15813481	15815573	2	2	2	2
15813481	15820619	2	2	2	2
15815566	15826140	1	2	2	1
16602215	16611656	1	0	0	1
16611893	16614075	1	1	0	1
16614178	16622839	1	1	0	1
16622897	16637038	1	1	0	1
16637090	16638577	1	1	0	1
16638740	16647166	1	1	3	1
16647257	16647661	1	2	1	1
16647785	16648525	1	2	2	1
16654076	16659495	2	0	2	2
16659628	16659856	2	2	2	2
16659969	16661474	2	2	1	2
16661555	16669460	2	0	2	2
16669620	16670215	2	0	2	2
16670261	16671516	2	0	0	2
16671588	16673598	2	0	0	2
16673752	16675121	2	3	0	2
16747739	16748274	2	1	1	2
16784409	16799769	2	0	2	2
16800024	16807737	2	2	2	2
16808083	16821605	2	0	2	2
16808086	16821605	2	0	2	2
16828060	16828540	1	2	0	1
16962876	16963723	2	0	2	2
16963829	16964764	2	0	1	2
16964862	16965176	2	0	3	2
16965268	16966098	2	0	1	2
16966364	16968296	2	0	1	2
16967481	16968296	2	1	1	2
16968383	16969941	2	0	1	2
16968383	16987958	2	0	2	2
16968383	16991871	2	0	2	2
16970193	16987958	2	1	2	2
16988116	16991871	2	0	3	2
16988167	16991871	2	1	5	2
16992176	17007939	2	1	0	2
17037344	17044871	1	1	1	1
17045000	17047322	1	1	2	1
17047426	17057071	1	0	1	1
17047426	17057133	1	0	0	1
17047426	17057515	1	0	0	1
17085229	17097060	1	1	1	1
17097086	17097795	1	0	3	1
17097943	17098773	1	1	0	1
17098887	17100353	1	1	0	1
17100481	17101994	1	1	0	1
17102043	17102137	1	3	1	1
17102302	17103492	1	1	0	1
17103577	17104724	1	4	0	1
17104810	17105589	1	3	0	1
17105602	17105851	1	1	0	1
17105602	17107725	1	1	1	1
17105954	17107725	1	1	1	1
17107768	17108305	1	1	0	1
17120143	17121250	2	3	2	2
17122039	17124653	3	1	0	1
17124771	17130360	1	0	0	1
17130484	17131613	1	0	0	1
17138357	17138548	2	0	1	2
17138738	17141057	2	2	3	2
17141233	17143096	2	1	3	2
17143131	17145022	2	0	1	2
17145117	17148446	2	0	1	2
17148560	17149540	2	3	2	2
17149745	17159124	2	0	3	2
17149745	17165207	2	0	3	2
17159551	17165267	1	1	1	1
17159837	17165267	1	2	1	1
17181576	17181818	2	2	0	2
17182022	17182602	2	2	3	2
17182761	17188337	2	0	3	2
17188447	17189940	2	2	1	2
17190032	17191681	2	0	6	2
17191810	17199547	2	2	1	2
17191810	17203561	2	3	1	2
17203773	17207069	2	0	5	2
17207290	17209354	2	1	2	2
17207290	17219354	2	1	2	2
17209598	17219354	2	0	2	2
17209598	17221725	2	0	3	2
17209690	17219354	2	0	2	2
17209723	17219354	2	0	2	2
17258306	17260788	2	0	3	2
17261045	17266521	2	1	2	2
17360023	17477586	1	2	1	1
17369909	17477586	1	2	1	1
17477682	17497401	1	0	1	1
17497586	17499408	1	2	1	1
17499549	17500629	1	2	1	1
17500735	17503080	1	2	0	1
17503131	17504845	1	1	1	1
17505016	17511811	1	2	1	1
17511896	17524116	1	2	1	1
17524271	17537101	1	2	0	1
17537232	17538518	1	0	0	1
17538557	17538638	1	2	0	1
17538731	17538991	1	2	1	1
17539119	17540410	1	1	0	1
17540800	17541837	1	1	0	1
17541967	17542155	1	3	0	1
17543003	17548146	1	2	0	1
17543003	17548149	1	2	0	1
17549564	17552029	1	1	0	1
17552142	17552833	1	4	0	1
17563713	17569922	1	0	0	1
17563713	17579743	1	0	1	1
17569986	17579743	1	4	1	1
17579964	17581035	1	2	0	1
17580331	17581332	2	1	0	2
17581159	17581356	1	0	1	1
17581413	17582561	1	2	1	1
17581548	17585263	4	0	2	2
17582653	17583414	1	1	1	1
17583534	17587134	1	1	0	1
17585386	17587865	2	0	2	2
17587301	17587923	1	3	0	1
17588079	17589588	1	1	0	1
17589665	17590093	1	4	1	1
17592736	17594527	2	0	3	2
17594616	17598192	2	0	0	2
17598288	17600025	2	1	2	2
17600095	17601090	2	1	5	2
17600095	17612810	2	1	0	2
17601181	17612810	2	1	0	2
17612878	17613209	2	0	0	2
17613320	17619459	2	1	2	2
17613320	17628601	2	1	2	2
17619526	17628601	2	0	2	2
17638886	17655660	1	2	2	1
17638886	17683212	1	3	1	1
17655832	17662897	1	2	0	1
17655832	17683212	1	2	1	1
17655832	17702241	1	3	0	1
17663013	17683212	1	3	1	1
17683321	17684607	1	2	1	1
17683321	17688984	1	2	0	1
17683321	17696139	1	2	1	1
17683321	17702241	1	5	0	1
17683321	17726675	1	2	1	1
17684706	17688984	1	3	0	1
17689142	17696139	1	0	1	1
17689142	17702241	1	0	0	1
17689142	17726675	1	0	1	1
17696210	17702241	1	3	0	1
17696210	17726675	1	2	1	1
17702386	17726675	1	1	1	1
17706825	17726675	1	1	1	1
17735591	17738015	2	1	0	2
17738229	17739347	2	1	2	2
17739488	17743801	2	0	3	2
17739488	17750103	2	0	2	2
17739488	17773608	2	0	0	2
17739488	17774379	2	0	1	2
17744013	17750103	2	4	2	2
17744013	17774379	2	2	1	2
17750174	17773608	2	2	0	2
17750174	17774379	2	2	1	2
17750174	17774638	2	2	1	2
17790916	17790996	2	0	3	2
17791071	17791200	2	0	0	2
17791301	17808842	2	1	4	2
17808937	17810701	2	0	2	2
17810813	17816688	2	0	2	2
17816784	17817309	2	0	3	2
17819129	17821425	2	1	2	2
17821509	17822028	2	2	2	2
17822170	17822945	2	0	1	2
17823060	17827642	2	0	2	2
17827781	17831852	2	0	2	2
17832107	17841820	2	0	3	2
17834549	17841820	2	0	2	2
17842017	17864897	2	2	3	2
17864986	17865922	2	1	2	2
17866012	17871835	2	2	1	2
17872023	17872745	2	1	1	2
17872023	17885876	2	1	3	2
17872854	17875445	2	0	2	2
17875554	17879344	2	0	1	2
17879402	17881203	2	0	3	2
17881303	17885876	2	0	2	2
17886051	17887168	2	1	2	2
17887232	17887321	2	1	2	2
17887435	17889032	2	0	1	2
17889230	17891483	2	0	0	2
17891632	17893806	2	0	1	2
17893904	17895282	2	2	5	2
17895410	17896244	2	1	2	2
17896361	17896722	2	0	2	2
17896981	17899446	2	1	0	2
17899548	17900840	2	2	3	2
17900997	17901876	2	1	2	2
17901979	17902629	2	1	0	2
17902747	17904630	2	3	0	2
17904839	17906547	2	0	2	2
17906886	18024279	2	0	1	2
18029554	18035758	1	2	0	1
18078047	18078294	1	2	1	1
18078606	18079872	1	0	0	1
18080014	18083435	1	1	0	1
18083732	18085110	1	2	1	1
18083732	18087970	1	2	0	1
18085258	18087970	1	3	0	1
18110839	18121477	1	2	0	1
18110868	18121477	1	1	0	1
18121701	18124154	1	1	0	1
18124304	18126352	1	1	0	1
18127034	18130841	1	2	3	1
18150222	18157556	3	2	0	1
18157820	18160170	1	1	1	1
18160268	18161788	1	2	1	1
18161935	18167253	1	0	0	1
18167334	18167888	1	1	2	1
18168036	18169842	1	1	1	1
18169939	18170751	1	3	2	1
18170920	18173148	1	3	0	1
18173281	18173791	1	1	2	1
18173842	18176770	1	1	1	1
18178465	18183108	2	0	1	2
18183264	18183725	2	1	2	2
18183767	18183992	2	0	1	2
18184066	18184598	2	1	0	2
18186406	18188621	2	0	0	2
18188656	18189120	2	2	1	2
18189183	18191181	2	0	2	2
18191248	18196155	2	0	2	2
18196243	18199188	2	0	1	2
18199214	18199681	2	2	2	2
18199741	18205773	2	2	2	2
18362257	18366899	2	0	1	2
18367857	18372921	2	1	0	2
18372956	18373420	2	2	2	2
18373483	18375482	2	0	2	2
18375549	18380454	2	0	2	2
18380542	18383485	2	0	1	2
18383511	18383978	2	2	2	2
18384038	18386384	2	2	2	2
18487204	18489203	1	2	0	1
18489266	18489730	1	1	2	1
18489765	18491984	1	0	0	1
18494026	18494558	1	0	1	1
18494632	18494857	1	1	0	1
18494899	18495360	1	2	1	1
18495516	18500154	1	1	0	1
18516647	18516950	2	1	4	2
18517065	18517145	2	1	1	2
18517259	18517360	2	1	3	2
18517489	18517720	2	0	0	2
18517931	18518061	2	1	2	2
18528276	18528557	1	2	0	1
18528682	18528815	1	1	1	1
18528867	18529017	1	2	0	1
18529093	18529439	1	2	0	1
18529497	18529604	1	3	1	1
18529724	18529934	1	1	2	1
18530008	18530154	1	0	1	1
18530196	18530253	1	3	1	1
18534053	18535243	2	1	3	2
18535328	18535857	2	1	0	2
18535948	18536648	2	1	1	2
18537412	18538431	2	1	3	2
18538558	18538638	2	0	1	2
18538744	18539226	2	1	3	2
18539337	18540400	2	3	2	2
18540472	18540571	2	0	2	2
18540645	18543665	2	1	3	2
18543737	18544650	2	1	0	2
18544781	18547244	2	0	3	2
18547373	18548009	2	0	2	2
18548118	18548316	2	1	0	2
18548469	18548668	2	0	0	2
18734054	18736030	1	2	2	1
18736090	18736557	1	2	2	1
18736583	18739528	1	1	0	1
18739616	18744508	1	2	0	1
18744575	18746572	1	2	0	1
18746635	18747099	1	1	2	1
18747134	18751867	1	0	1	1
18752825	18757465	1	1	0	1
18773968	18774271	2	1	4	2
18774386	18774466	2	1	1	2
18774580	18774681	2	1	3	2
18774809	18775040	2	0	0	2
18775229	18778728	2	2	2	2
18778866	18779388	2	1	2	2
18779539	18781587	2	1	1	2
18781746	18782137	2	0	1	2
18782331	18787529	2	1	1	2
18787611	18787743	2	0	0	2
18787879	18791057	2	1	2	2
18791229	18791771	2	0	1	2
18851843	18852217	1	3	0	1
18852594	18853648	1	1	0	1
18853755	18855788	1	3	0	1
18855918	18856573	1	1	1	1
18857489	18858380	1	0	0	1
18865481	18870128	2	0	1	2
18870284	18870745	2	1	2	2
18870787	18871012	2	0	1	2
18871086	18871618	2	1	0	2
18873665	18875877	2	0	0	2
18875912	18876376	2	2	1	2
18876439	18878437	2	0	2	2
18878504	18883411	2	0	2	2
18883499	18886444	2	0	1	2
18886470	18886937	2	2	2	2
18886997	18894327	2	2	2	2
18906484	18906563	1	3	0	1
18906725	18910170	1	2	0	1
18910272	18910886	1	2	1	1
18911028	18911538	1	3	1	1
18913362	18913436	2	1	1	2
18913526	18916888	2	1	3	2
18916988	18918314	2	4	6	2
18918491	18919449	4	1	2	2
18919597	18919704	2	0	2	2
18919798	18921340	2	0	3	2
18921423	18922323	2	0	1	2
18922404	18922815	2	1	2	2
18922933	18923113	2	0	1	2
18923179	18925049	2	2	3	2
18925200	18925686	2	1	1	2
18925722	18930988	2	2	0	2
18931198	18936013	2	0	3	2
18931198	18936168	2	0	2	2
18931198	18936388	2	0	1	2
18936327	18936388	2	0	1	2
18970658	18987755	1	2	0	1
18970658	18990718	1	2	0	1
18987900	18990718	1	2	0	1
18990924	18991815	1	1	1	1
18992017	19014351	1	0	0	1
19014506	19030780	1	5	1	1
19039121	19041056	2	0	7	2
19041294	19041805	2	0	0	2
19041959	19048438	2	0	3	2
19048643	19056984	2	2	0	2
19057162	19063200	2	1	2	2
19063278	19064846	2	2	0	2
19065058	19068098	2	1	0	2
19065067	19068098	5	2	0	2
19065075	19068098	0	0	0	2
19068225	19089366	2	0	3	2
19068225	19122126	2	0	3	2
19089490	19122126	2	0	3	2
19134475	19135058	2	0	4	2
19135175	19137321	2	0	2	2
19137432	19138213	2	3	1	2
19137432	19138301	2	3	2	2
19138317	19139157	2	0	4	2
19138479	19139157	2	1	3	2
19139292	19139610	2	2	1	2
19139729	19139853	2	0	2	2
19140024	19142536	2	1	1	2
19140027	19142536	2	0	1	2
19142633	19142724	2	0	0	2
19142894	19144504	2	1	2	2
19149095	19149661	2	2	2	2
19149916	19150023	2	1	1	2
19176244	19176419	2	0	0	2
19176494	19176576	2	1	2	2
19176693	19176844	2	1	2	2
19176950	19177118	2	1	2	2
19177204	19177725	2	3	2	2
19177204	19177940	2	4	4	2
19177865	19177940	2	2	3	2
19178041	19178131	2	1	1	2
19178240	19178385	2	1	1	2
19178240	19178578	2	1	4	2
19179969	19180197	2	1	0	2
19180238	19180729	2	0	1	2
19180806	19183388	2	2	2	2
19183611	19187556	2	1	2	2
19183611	19187979	2	1	3	2
19187728	19187979	2	1	2	2
19188091	19191302	2	1	2	2
19191435	19196264	2	2	2	2
19196415	19196487	2	2	2	2
19196656	19199732	2	1	2	2
19199841	19201327	2	3	2	2
19201493	19208152	2	2	2	2
19208311	19208920	2	0	0	2
19209114	19210324	2	2	2	2
19210509	19216109	2	1	3	2
19216256	19219883	2	3	5	2
19220007	19221375	2	3	2	2
19221611	19221949	2	1	2	2
19222093	19222682	2	2	2	2
19222809	19223889	2	1	2	2
19224054	19225451	2	1	2	2
19225633	19226217	2	0	2	2
19226383	19229836	2	2	2	2
19229975	19232474	2	0	3	2
19232598	19233164	2	2	2	2
19233318	19233420	2	0	2	2
19233622	19234507	2	1	2	2
19234706	19235694	2	2	4	2
19235869	19239273	2	0	2	2
19239388	19242773	2	0	2	2
19242936	19253957	2	0	2	2
19254227	19275621	2	0	2	2
19275830	19291598	2	0	2	2
19331556	19351356	2	1	1	2
19351446	19353354	2	1	2	2
19353519	19353994	2	0	0	2
19354118	19355758	2	1	1	2
19355865	19356228	2	1	3	2
19356288	19356888	2	1	1	2
19357051	19359334	2	0	1	2
19359484	19361235	2	2	5	2
19361341	19361725	2	0	5	2
19361931	19375629	2	2	2	2
19375792	19377867	2	0	3	2
19378066	19383618	2	1	1	2
19383705	19385519	2	0	2	2
19385736	19387709	2	0	2	2
19387816	19388482	2	1	1	2
19388554	19392099	2	0	1	2
19392214	19394340	2	0	1	2
19394509	19396785	2	0	2	2
19396947	19397990	2	0	3	2
19398087	19405784	2	0	1	2
19405880	19407182	2	3	0	2
19407274	19408481	2	0	2	2
19408593	19410714	2	1	2	2
19410778	19431438	2	1	1	2
19432607	19433263	1	1	1	1
19432859	19433263	1	0	1	1
19433348	19434734	1	2	0	1
19434894	19435636	1	2	0	1
19441694	19447376	2	4	3	2
19444390	19447376	2	0	3	2
19447545	19447663	2	0	4	2
19450744	19454747	2	1	2	2
19450744	19454800	2	1	1	2
19454830	19455678	2	0	2	2
19455768	19456585	2	1	0	2
19456634	19456851	2	1	0	2
19456918	19458069	2	3	0	2
19458139	19465200	2	0	2	2
19465274	19467871	2	0	0	2
19468003	19471685	2	0	1	2
19471808	19475066	2	1	0	2
19475100	19475468	2	0	0	2
19475602	19478823	2	0	2	2
19475602	19479081	2	0	1	2
19479571	19480156	1	1	0	1
19480019	19480156	1	2	0	1
19480217	19480951	1	3	1	1
19481045	19482688	1	3	0	1
19481045	19483860	1	2	0	1
19482827	19483860	1	2	0	1
19484005	19494325	1	2	1	1
19494382	19494505	1	2	0	1
19494382	19495979	1	2	0	1
19494602	19495979	1	3	0	1
19496029	19497384	1	1	0	1
19497447	19499099	1	1	2	1
19499151	19505360	1	0	0	1
19505481	19507384	1	0	0	1
19507517	19507764	1	1	0	1
19507864	19508528	1	1	1	1
19508691	19514747	1	3	1	1
19508691	19516525	1	2	0	1
19514887	19514963	1	2	1	1
19515048	19516525	1	1	0	1
19516645	19516815	1	0	0	1
19516893	19518842	1	4	0	1
19518909	19520479	1	1	0	1
19524542	19525052	2	0	0	2
19524542	19525153	2	0	2	2
19714631	19714779	1	3	0	1
19714791	19719600	1	3	1	1
19718571	19719600	1	1	1	1
19718818	19719600	1	2	1	1
19719698	19719804	1	1	6	1
19719892	19720113	1	1	0	1
19720238	19720318	1	1	0	1
19720454	19720547	1	1	1	1
19720666	19720766	1	1	0	1
19720869	19721638	1	2	1	1
19721736	19721820	1	1	0	1
19721736	19721831	1	1	1	1
19721957	19722235	1	3	0	1
19722339	19722426	1	0	0	1
19723579	19723852	1	1	1	1
19756745	19759556	1	3	0	1
19759677	19760903	1	2	0	1
19761280	19763239	1	3	1	1
19763342	19764153	1	1	2	1
19764326	19764956	1	0	0	1
19765113	19765756	1	1	0	1
19765825	19765900	1	1	1	1
19766002	19766387	1	2	0	1
19766002	19779218	1	2	2	1
19766002	19782911	1	2	1	1
19783032	19783312	1	3	3	1
19788960	19801999	2	2	3	2
19802216	19806657	2	1	4	2
19806757	19812283	2	2	2	2
19812447	19820596	2	0	3	2
19820723	19821226	2	2	1	2
19821375	19854441	2	2	3	2
19852486	19854441	2	0	3	2
19854539	19854658	2	2	1	2
19854539	19854818	2	2	1	2
19875807	19877038	2	1	3	2
19877212	19878088	2	2	0	2
19877234	19878088	2	2	0	2
19878187	19878364	2	0	2	2
19878437	19880177	2	2	2	2
19880271	19880620	2	2	0	2
19880717	19883323	2	1	2	2
19883461	19895405	2	2	2	2
19895200	19895405	2	0	2	2
19895581	19898037	2	0	3	2
19898130	19899047	2	0	0	2
19899068	19911375	2	2	0	2
19911447	19915212	2	0	0	2
19915276	19915763	2	0	2	2
19915843	19918141	2	0	3	2
19918217	19918858	2	1	1	2
19919004	19919541	2	1	2	2
19919004	19931028	2	1	1	2
19919599	19931028	2	0	1	2
19931095	19941699	2	2	6	2
19931098	19932355	2	0	2	2
19931098	19933432	2	0	2	2
19931098	19937981	2	0	0	2
19931098	19941699	2	0	3	2
19941897	19961197	1	2	0	1
